,variables,rows,duration,rmse
0,25,200,0.048731088638305664,1259.7567630492044
1,25,400,0.012678146362304688,888.6701570320017
2,25,600,0.00613713264465332,119.72604999602414
3,25,800,0.005139827728271484,91.34758705793642
4,25,1000,0.006476163864135742,80.09154829775842
5,25,1200,0.008313179016113281,65.80917145366473
6,25,1400,0.013383865356445312,69.07648993133944
7,25,1600,0.0063550472259521484,442.42088123192684
8,25,1800,0.005392789840698242,418.83712132925956
9,25,2000,0.0059070587158203125,398.9706477350177
10,25,2200,0.006498813629150391,379.6657539511019
11,25,2400,0.006885051727294922,364.72460828728674
12,25,2600,0.0067348480224609375,351.9520156127796
13,25,2800,0.008150577545166016,339.3668828126339
14,25,3000,0.009692907333374023,328.0354702298698
15,25,3200,0.008752107620239258,320.1142402635135
16,25,3400,0.008342981338500977,310.2278432661683
17,25,3600,0.005897998809814453,340.87140771076577
18,25,3800,0.007402181625366211,332.05875733042814
19,25,4000,0.006975889205932617,289.20154676019143
20,25,4200,0.0072290897369384766,317.9076552197144
21,25,4400,0.007124423980712891,80.16791431913069
22,25,4600,0.006283998489379883,80.81505015785591
23,25,4800,0.006520986557006836,72.8152265929021
24,25,5000,0.007369041442871094,71.29917355420403
25,25,5200,0.00820016860961914,72.88730528901078
26,25,5400,0.008633852005004883,75.35369708233
27,25,5600,0.0086669921875,146.37259474580304
28,25,5800,0.007012128829956055,242.91751528495664
29,25,6000,0.006875276565551758,240.09592900603812
30,25,6200,0.007599830627441406,234.04857742126924
31,25,6400,0.00745701789855957,227.9563564301091
32,25,6600,0.007582902908325195,227.07022327440535
33,25,6800,0.007238149642944336,249.6575802849936
34,25,7000,0.006320953369140625,68.09138429079532
35,25,7200,0.00674891471862793,71.91040617194119
36,25,7400,0.0063130855560302734,66.25362093084732
37,25,7600,0.006272077560424805,72.8354073163187
38,25,7800,0.00678706169128418,87.80511965836536
39,25,8000,0.00665593147277832,74.96583791389516
40,25,8200,0.006812095642089844,65.72069572433709
41,25,8400,0.006669044494628906,67.93508156461296
42,25,8600,0.007242918014526367,70.31738694595802
43,25,8800,0.006468057632446289,84.40814307947397
44,25,9000,0.007505893707275391,85.04901963970912
45,25,9200,0.007080078125,71.73182142233124
46,25,9400,0.007220029830932617,65.1222870159278
47,25,9600,0.011420011520385742,68.44948194280153
48,25,9800,0.011195898056030273,84.23506748175463
49,25,10000,0.009100675582885742,91.37175939556833
50,25,10200,0.010551214218139648,104.00143865603565
51,25,10400,0.009659051895141602,70.50258959289218
52,25,10600,0.010444879531860352,77.72930244335504
53,25,10800,0.03385496139526367,107.23152352913306
54,25,11000,0.012515783309936523,86.39692009010137
55,25,11200,0.009926795959472656,83.01475002941304
56,25,11400,0.009994029998779297,68.77347053056049
57,25,11600,0.010117769241333008,76.57132578981903
58,25,11800,0.010428905487060547,82.87857969027937
59,25,12000,0.009980916976928711,89.85043528311952
60,25,12200,0.010457992553710938,73.35352749564952
61,25,12400,0.009326934814453125,80.63410272445373
62,25,12600,0.009185075759887695,85.40824763246037
63,25,12800,0.0074198246002197266,68.15461206272451
64,25,13000,0.008478879928588867,88.48191136793046
65,25,13200,0.00776982307434082,66.08268017837814
66,25,13400,0.008834123611450195,101.69041321366639
67,25,13600,0.008076906204223633,82.09689182496923
68,25,13800,0.007902860641479492,78.96091441067202
69,25,14000,0.008466958999633789,92.90371749550982
70,25,14200,0.008888006210327148,121.97790674543391
71,25,14400,0.00841212272644043,89.80411981033652
72,25,14600,0.008875846862792969,72.34443638444543
73,25,14800,0.008698225021362305,87.36176760170964
74,25,15000,0.009501934051513672,95.87535627442257
75,25,15200,0.009754180908203125,85.60364292159386
76,25,15400,0.00877690315246582,91.426227541475
77,25,15600,0.009988069534301758,121.63284250030416
78,25,15800,0.010330915451049805,142.211438832902
79,25,16000,0.00992894172668457,81.8523946591742
80,25,16200,0.009589195251464844,85.82374159926164
81,25,16400,0.010443925857543945,139.02741473051438
82,25,16600,0.010340213775634766,120.48403075530332
83,25,16800,0.010366201400756836,93.47468486278011
84,25,17000,0.011267900466918945,76.89269463530438
85,25,17200,0.010004043579101562,81.2353958122961
86,25,17400,0.009999752044677734,110.85484995913315
87,25,17600,0.010024785995483398,111.84879623560097
88,25,17800,0.00986623764038086,69.26997245387767
89,25,18000,0.010404109954833984,137.03423261165057
90,25,18200,0.009528875350952148,93.46793953060384
91,25,18400,0.010634183883666992,90.00285099649666
92,25,18600,0.010172128677368164,98.71751791647104
93,25,18800,0.010819673538208008,94.11220052479615
94,25,19000,0.009469032287597656,86.39196889424002
95,25,19200,0.010195016860961914,108.856946780129
96,25,19400,0.009657144546508789,75.7848376890304
97,25,19600,0.011977910995483398,121.47962810760087
98,25,19800,0.010244131088256836,88.42621991604162
99,50,200,0.010564804077148438,1259.4507877843398
100,50,400,0.003941774368286133,889.2408348128731
101,50,600,0.004759073257446289,123.70405916461071
102,50,800,0.004361867904663086,97.27896225045062
103,50,1000,0.004659175872802734,81.54752929368837
104,50,1200,0.004844188690185547,70.71999616345855
105,50,1400,0.004936933517456055,72.71821293133597
106,50,1600,0.005117893218994141,442.2060642009466
107,50,1800,0.005300045013427734,418.73115815599004
108,50,2000,0.005896091461181641,399.31144048134615
109,50,2200,0.005856037139892578,379.6771718946204
110,50,2400,0.005982875823974609,364.7047686289234
111,50,2600,0.0061719417572021484,351.87314615077497
112,50,2800,0.006359100341796875,339.6655079641419
113,50,3000,0.006070137023925781,328.23975795066724
114,50,3200,0.006345987319946289,320.3825575859345
115,50,3400,0.00721287727355957,310.3508109395024
116,50,3600,0.006489992141723633,340.25822992148045
117,50,3800,0.009113073348999023,331.44447511097417
118,50,4000,0.007266044616699219,289.3924895197268
119,50,4200,0.007402896881103516,317.47623118291585
120,50,4400,0.007918119430541992,79.74375786373292
121,50,4600,0.0074999332427978516,80.33926643746835
122,50,4800,0.007749080657958984,72.61338170601228
123,50,5000,0.008152008056640625,72.15331470855149
124,50,5200,0.00870513916015625,72.86834591255801
125,50,5400,0.008507966995239258,75.80119404611436
126,50,5600,0.00845479965209961,145.9841705450995
127,50,5800,0.008525848388671875,243.01876759913935
128,50,6000,0.00851583480834961,240.03856689319247
129,50,6200,0.008786916732788086,233.9881568530377
130,50,6400,0.009500980377197266,228.08337849223275
131,50,6600,0.009536027908325195,227.31879395604236
132,50,6800,0.00893092155456543,249.13254999982084
133,50,7000,0.009605884552001953,68.46719892116295
134,50,7200,0.009587287902832031,72.1078184037948
135,50,7400,0.009555816650390625,66.14766607106124
136,50,7600,0.009935140609741211,72.91628064980469
137,50,7800,0.009974956512451172,87.4415298312838
138,50,8000,0.009881734848022461,75.5470813654502
139,50,8200,0.010217905044555664,65.72588203833767
140,50,8400,0.01121211051940918,67.56365487369393
141,50,8600,0.011301040649414062,70.31391597497043
142,50,8800,0.010558843612670898,84.13142599614031
143,50,9000,0.011216163635253906,84.82768260630559
144,50,9200,0.011175870895385742,71.27068050302078
145,50,9400,0.010987997055053711,65.05697433213375
146,50,9600,0.011157035827636719,68.02921447053659
147,50,9800,0.011783123016357422,83.54492630916096
148,50,10000,0.01077723503112793,90.7072115595973
149,50,10200,0.011018991470336914,103.55571314901741
150,50,10400,0.011852025985717773,70.36023514615158
151,50,10600,0.01211404800415039,77.90546777596583
152,50,10800,0.011921167373657227,107.11619220495758
153,50,11000,0.012775897979736328,85.64029299958315
154,50,11200,0.011818885803222656,82.57727565290314
155,50,11400,0.012466192245483398,68.4330434300155
156,50,11600,0.013674020767211914,76.63119857569971
157,50,11800,0.013142824172973633,82.37049402873
158,50,12000,0.012552022933959961,89.37037077433916
159,50,12200,0.013498306274414062,73.23282843068284
160,50,12400,0.012719154357910156,80.70394197774932
161,50,12600,0.015136003494262695,84.91785147356036
162,50,12800,0.012725114822387695,67.61853666770719
163,50,13000,0.014758110046386719,88.03316925658176
164,50,13200,0.012809991836547852,66.2950480646502
165,50,13400,0.014359712600708008,101.48114944788995
166,50,13600,0.014908790588378906,81.82272299106565
167,50,13800,0.016000986099243164,78.76263681874714
168,50,14000,0.01530003547668457,92.53983118957349
169,50,14200,0.015882015228271484,121.78156988227614
170,50,14400,0.01543283462524414,88.19540652188172
171,50,14600,0.0176088809967041,72.01575761393426
172,50,14800,0.022861957550048828,87.52801418771107
173,50,15000,0.017969846725463867,94.30121558352234
174,50,15200,0.01607799530029297,85.549326685541
175,50,15400,0.01595282554626465,90.09226785141455
176,50,15600,0.016463041305541992,121.57691554454391
177,50,15800,0.01627492904663086,141.16716426780764
178,50,16000,0.015580892562866211,81.63766977155365
179,50,16200,0.01669788360595703,85.60874089651787
180,50,16400,0.01613783836364746,138.07247914563246
181,50,16600,0.017004966735839844,120.24100994396805
182,50,16800,0.016148090362548828,92.186678356413
183,50,17000,0.017457962036132812,76.92682107085456
184,50,17200,0.016193151473999023,80.95759911573163
185,50,17400,0.018098115921020508,110.66587999004884
186,50,17600,0.01752185821533203,111.79075227230868
187,50,17800,0.018282175064086914,69.01070053078664
188,50,18000,0.017329931259155273,136.15742806599593
189,50,18200,0.019191980361938477,93.1316519104227
190,50,18400,0.02196192741394043,88.54338065114736
191,50,18600,0.019961118698120117,97.42806552464707
192,50,18800,0.01849508285522461,94.30652408941634
193,50,19000,0.01997518539428711,86.42453321185468
194,50,19200,0.018912076950073242,108.83836511352443
195,50,19400,0.02034592628479004,75.47129694932637
196,50,19600,0.02068185806274414,120.97281678053487
197,50,19800,0.02167797088623047,88.19234892383342
198,75,200,0.00650477409362793,1260.2026432748069
199,75,400,0.006482124328613281,890.9920073078996
200,75,600,0.005808830261230469,135.19963191081763
201,75,800,0.005975961685180664,106.62605345490684
202,75,1000,0.0065729618072509766,87.04446080907371
203,75,1200,0.006949186325073242,79.26309533980604
204,75,1400,0.007097005844116211,74.5734382788149
205,75,1600,0.007318735122680664,442.3015366802905
206,75,1800,0.007424831390380859,418.92675137238683
207,75,2000,0.00706791877746582,399.6225826345868
208,75,2200,0.007781267166137695,381.1778628861825
209,75,2400,0.008188247680664062,364.78891935882166
210,75,2600,0.007764101028442383,353.0991704152343
